,supermercado,categoria,subcategoria,nombre,cantidad,unidad,url_historico,id
0,mercadona,Aceite Girasol,Aceite Girasol,"Aceite De Girasol Refinado 0,2º Hacendado",1,l,https://super.facua.org/mercadona/aceite-de-girasol/aceite-de-girasol-refinado-02-hacendado-1-l/,0
1,mercadona,Aceite Girasol,Aceite Girasol,"Aceite De Girasol Refinado 0,2º Hacendado",5,l,https://super.facua.org/mercadona/aceite-de-girasol/aceite-de-girasol-refinado-02-hacendado-5-l/,1
2,mercadona,Aceite Oliva,Suave e Intenso,Aceite De Oliva Intenso Hacendado,3,l,https://super.facua.org/mercadona/aceite-de-oliva/aceite-de-oliva-intenso-hacendado-garrafa-3-l/,2
3,mercadona,Aceite Oliva,Suave e Intenso,Aceite De Oliva Suave Hacendado,3,l,https://super.facua.org/mercadona/aceite-de-oliva/aceite-de-oliva-suave-hacendado-garrafa-3-l/,3
4,mercadona,Aceite Oliva,Virgen,Aceite De Oliva Virgen Hacendado,1,l,https://super.facua.org/mercadona/aceite-de-oliva/aceite-de-oliva-virgen-hacendado-botella-1-l/,4
5,mercadona,Aceite Oliva,Virgen,Aceite De Oliva Virgen Hacendado,3,l,https://super.facua.org/mercadona/aceite-de-oliva/aceite-de-oliva-virgen-hacendado-garrafa-3-l/,5
6,mercadona,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Hacendado,0.2,l,https://super.facua.org/mercadona/aceite-de-oliva/aceite-de-oliva-virgen-extra-hacendado-spray-200-ml/,6
7,mercadona,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Hacendado,1,l,https://super.facua.org/mercadona/aceite-de-oliva/aceite-de-oliva-virgen-extra-hacendado-botella-1-l/,7
8,mercadona,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Hacendado,3,l,https://super.facua.org/mercadona/aceite-de-oliva/aceite-de-oliva-virgen-extra-hacendado-garrafa-3-l/,8
9,mercadona,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Hacendado Gran Selección,0.75,l,https://super.facua.org/mercadona/aceite-de-oliva/aceite-de-oliva-virgen-extra-hacendado-gran-seleccion-botella-750-ml/,9
10,mercadona,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Picual Casa Juncal,0.5,l,https://super.facua.org/mercadona/aceite-de-oliva/aceite-de-oliva-virgen-extra-picual-casa-juncal-botella-500-ml/,10
11,mercadona,Leche,Enriquecida,Leche Desnatada Calcio Hacendado,6,l,https://super.facua.org/mercadona/leche/leche-desnatada-calcio-hacendado-6-l/,11
12,mercadona,Leche,Enriquecida,Leche Entera Calcio Hacendado,1,l,https://super.facua.org/mercadona/leche/leche-entera-calcio-hacendado-1-l/,12
13,mercadona,Leche,Enriquecida,Leche Entera Calcio Hacendado,6,l,https://super.facua.org/mercadona/leche/leche-entera-calcio-hacendado-6-l/,13
14,mercadona,Leche,Enriquecida,Leche Semidesnatada Calcio Hacendado,1,l,https://super.facua.org/mercadona/leche/leche-semidesnatada-calcio-hacendado-1-l/,14
15,mercadona,Leche,Enriquecida,Leche Semidesnatada Calcio Hacendado,6,l,https://super.facua.org/mercadona/leche/leche-semidesnatada-calcio-hacendado-6-l/,15
16,mercadona,Leche,Entera Semi Desnatada,Leche +Proteínas Desnatada Hacendado,6,l,https://super.facua.org/mercadona/leche/leche-proteinas-desnatada-hacendado-6-l/,16
17,mercadona,Leche,Entera Semi Desnatada,Leche Desnatada Hacendado,1,l,https://super.facua.org/mercadona/leche/leche-desnatada-hacendado-1-l/,17
18,mercadona,Leche,Entera Semi Desnatada,Leche Desnatada Hacendado,1.5,l,https://super.facua.org/mercadona/leche/leche-desnatada-hacendado-15-l/,18
19,mercadona,Leche,Entera Semi Desnatada,Leche Desnatada Hacendado,6,l,https://super.facua.org/mercadona/leche/leche-desnatada-hacendado-6-l/,19
20,mercadona,Leche,Entera Semi Desnatada,Leche Desnatada Hacendado,9,l,https://super.facua.org/mercadona/leche/leche-desnatada-hacendado-9-l/,20
21,mercadona,Leche,Entera Semi Desnatada,Leche Entera Fresca Hacendado,1,l,https://super.facua.org/mercadona/leche/celta-leche-semidesnatada-de-vaca-con-bienestar-animal-garantizado-4-x-15-l/,21
22,mercadona,Leche,Entera Semi Desnatada,Leche Entera Hacendado,1,l,https://super.facua.org/mercadona/leche/leche-entera-hacendado-1-l/,22
23,mercadona,Leche,Entera Semi Desnatada,Leche Entera Hacendado,1.2,l,https://super.facua.org/mercadona/leche/leche-entera-hacendado-12-l/,23
24,mercadona,Leche,Entera Semi Desnatada,Leche Entera Hacendado,6,l,https://super.facua.org/mercadona/leche/leche-entera-hacendado-6-l/,24
25,mercadona,Leche,Entera Semi Desnatada,Leche Semidesnatada Fresca Hacendado,1,l,https://super.facua.org/mercadona/leche/leche-semidesnatada-fresca-hacendado-1-l/,25
26,mercadona,Leche,Entera Semi Desnatada,Leche Semidesnatada Hacendado,1,l,https://super.facua.org/mercadona/leche/leche-semidesnatada-hacendado-1-l/,26
27,mercadona,Leche,Entera Semi Desnatada,Leche Semidesnatada Hacendado,1.2,l,https://super.facua.org/mercadona/leche/leche-semidesnatada-hacendado-12-l/,27
28,mercadona,Leche,Entera Semi Desnatada,Leche Semidesnatada Hacendado,1.5,l,https://super.facua.org/mercadona/leche/leche-semidesnatada-hacendado-15-l/,28
29,mercadona,Leche,Entera Semi Desnatada,Leche Semidesnatada Hacendado,6,l,https://super.facua.org/mercadona/leche/leche-semidesnatada-hacendado-6-l/,29
30,mercadona,Leche,Entera Semi Desnatada,Leche Semidesnatada Hacendado,9,l,https://super.facua.org/mercadona/leche/leche-semidesnatada-hacendado-9-l/,30
31,mercadona,Leche,Sin Lactosa,Leche Desnatada Sin Lactosa Hacendado,1,l,https://super.facua.org/mercadona/leche/leche-desnatada-sin-lactosa-hacendado-1-l/,31
32,mercadona,Leche,Sin Lactosa,Leche Desnatada Sin Lactosa Hacendado,6,l,https://super.facua.org/mercadona/leche/leche-desnatada-sin-lactosa-hacendado-6-l/,32
33,mercadona,Leche,Sin Lactosa,Leche Entera Sin Lactosa Hacendado,1,l,https://super.facua.org/mercadona/leche/leche-entera-sin-lactosa-hacendado-1-l/,33
34,mercadona,Leche,Sin Lactosa,Leche Entera Sin Lactosa Hacendado,6,l,https://super.facua.org/mercadona/leche/leche-entera-sin-lactosa-hacendado-6-l/,34
35,mercadona,Leche,Sin Lactosa,Leche Semidesnatada Sin Lactosa Hacendado,1,l,https://super.facua.org/mercadona/leche/leche-semidesnatada-sin-lactosa-hacendado-1-l/,35
37,mercadona,Leche,Sin Lactosa,Leche Semidesnatada Sin Lactosa Hacendado,6,l,https://super.facua.org/mercadona/leche/leche-semidesnatada-sin-lactosa-hacendado-6-l/,37
38,mercadona,Leche,Sin Lactosa,Leche Semidesnatada Sin Lactosa Hacendado,9,l,https://super.facua.org/mercadona/leche/leche-semidesnatada-sin-lactosa-hacendado-9-l/,38
39,carrefour,Aceite Girasol,Aceite Girasol,Aceite De Girasol Capicua Garrafa,5,l,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-capicua-garrafa-5-l/,39
40,carrefour,Aceite Girasol,Aceite Girasol,Aceite De Girasol Carrefour Classic',1,l,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-carrefour-classic-1-l/,40
41,carrefour,Aceite Girasol,Aceite Girasol,Aceite De Girasol Carrefour Garrafa,5,l,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-carrefour-garrafa-5-l/,41
42,carrefour,Aceite Girasol,Aceite Girasol,Aceite De Girasol Coosol,1,l,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-coosol-1-l/,42
43,carrefour,Aceite Girasol,Aceite Girasol,Aceite De Girasol Especial Para Freir Capicua,3,l,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-especial-para-freir-capicua-3-l/,43
44,carrefour,Aceite Girasol,Aceite Girasol,Aceite De Girasol Fontasol,1,l,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-1-l/,44
45,carrefour,Aceite Girasol,Aceite Girasol,Aceite De Girasol Fontasol,5,l,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/,45
46,carrefour,Aceite Girasol,Aceite Girasol,Aceite De Girasol Koipe Fritos,1,l,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-koipe-fritos-1-l/,46
47,carrefour,Aceite Girasol,Aceite Girasol,Aceite De Girasol Koipe Sol,1,l,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-koipe-sol-1-l/,47
48,carrefour,Aceite Girasol,Aceite Girasol,Aceite De Girasol Koipe Sol,5,l,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-koipe-sol-5-l/,48
49,carrefour,Aceite Girasol,Aceite Girasol,Aceite De Girasol Koipe Sol Spray,150,ml,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-koipe-sol-spray-150-ml/,49
50,carrefour,Aceite Girasol,Aceite Girasol,Aceite De Girasol Para Freír Carrefour Garrafa,5,l,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-para-freir-carrefour-garrafa-5-l/,50
51,carrefour,Aceite Girasol,Aceite Girasol,Aceite Girasol Ecológico Campomar Nature,1,l,https://super.facua.org/carrefour/aceite-de-girasol/aceite-girasol-ecologico-campomar-nature-1-l/,51
52,carrefour,Aceite Girasol,Aceite Girasol,Aceite Refinado De Girasol Especial Para Freír Carrefour,1,l,https://super.facua.org/carrefour/aceite-de-girasol/aceite-refinado-de-girasol-especial-para-freir-carrefour-1-l/,52
53,carrefour,Aceite Girasol,Aceite Girasol,Ozolife Aceite Girasol Ozonizado Air-Less,50,ml,https://super.facua.org/carrefour/aceite-de-girasol/ozolife-aceite-girasol-ozonizado-airless-50-ml/,53
54,carrefour,Aceite Oliva,Suave e Intenso,Aceite De Oliva Extra Suave Carbonell,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-extra-suave-carbonell-1-l/,54
55,carrefour,Aceite Oliva,Suave e Intenso,Aceite De Oliva Intenso 1º Abaco,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-intenso-1-abaco-1-l/,55
56,carrefour,Aceite Oliva,Suave e Intenso,Aceite De Oliva Intenso 1º Carrefour,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-intenso-1-carrefour-1-l/,56
57,carrefour,Aceite Oliva,Suave e Intenso,Aceite De Oliva Intenso 1º Carrefour Garrafa,5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-intenso-1-carrefour-garrafa-5-l/,57
58,carrefour,Aceite Oliva,Suave e Intenso,Aceite De Oliva Intenso 1º La Española,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-intenso-1-la-espanola-1-l/,58
59,carrefour,Aceite Oliva,Suave e Intenso,Aceite De Oliva Intenso 1º La Masía,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-intenso-1-la-masia-1-l/,59
60,carrefour,Aceite Oliva,Suave e Intenso,Aceite De Oliva Intenso 1º La Masía Garrafa,5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-intenso-1-la-masia-garrafa-5-l/,60
61,carrefour,Aceite Oliva,Suave e Intenso,"Aceite De Oliva Suave 0,4º Abaco",1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-suave-04-abaco-1-l/,61
62,carrefour,Aceite Oliva,Suave e Intenso,"Aceite De Oliva Suave 0,4º Carrefour",1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-suave-04-carrefour-1-l/,62
63,carrefour,Aceite Oliva,Suave e Intenso,"Aceite De Oliva Suave 0,4º Carrefour Garrafón",5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-suave-04-carrefour-garrafon-5-l/,63
64,carrefour,Aceite Oliva,Suave e Intenso,"Aceite De Oliva Suave 0,4º Carrefour Lata",5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-suave-04-carrefour-lata-5-l/,64
65,carrefour,Aceite Oliva,Suave e Intenso,"Aceite De Oliva Suave 0,4º La Española",1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-suave-04-la-espanola-1-l/,65
66,carrefour,Aceite Oliva,Suave e Intenso,"Aceite De Oliva Suave 0,4º La Masía Garrafa",5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-suave-04-la-masia-garrafa-5-l/,66
67,carrefour,Aceite Oliva,Virgen,Aceite De Oliva Virgen Aromas Del Sur,5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-aromas-del-sur-5-l/,67
68,carrefour,Aceite Oliva,Virgen,Aceite De Oliva Virgen Carbonell,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-carbonell-1-l/,68
69,carrefour,Aceite Oliva,Virgen,Aceite De Oliva Virgen Carbonell,5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-carbonell-5-l/,69
70,carrefour,Aceite Oliva,Virgen,Aceite De Oliva Virgen Carrefour,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-carrefour-1-l/,70
71,carrefour,Aceite Oliva,Virgen,Aceite De Oliva Virgen Carrefour Garrafa,5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-carrefour-garrafa-5-l/,71
72,carrefour,Aceite Oliva,Virgen,Aceite De Oliva Virgen Plancha Y Horno Carbonell,200,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-plancha-y-horno-carbonell-200-ml/,72
73,carrefour,Aceite Oliva,Virgen,Aceite De Oliva Virgen Serie Oro Coosur,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-serie-oro-coosur-1-l/,73
74,carrefour,Aceite Oliva,Virgen,Aceite De Oliva Virgen Serie Oro Coosur,5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-serie-oro-coosur-5-l/,74
75,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra A La Trufa La Española,250,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-a-la-trufa-la-espanola-250-ml/,75
76,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Arbequina Carbonell,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-arbequina-carbonell-1-l/,76
77,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Arbequina Carrefour,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-arbequina-carrefour-1-l/,77
78,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Arbequina Coosur,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-arbequina-coosur-1-l/,78
79,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Arbequina Dcoop,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-arbequina-dcoop-1-l/,79
80,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Arbequina K Argiñano,750,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-arbequina-k-arginano-750-ml/,80
81,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Arbequina Oro Bailén,500,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-arbequina-oro-bailen-500-ml/,81
82,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Aromas Del Sur,5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-aromas-del-sur-5-l/,82
83,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Capricho Andaluz Pack De 10 Porciones De,10,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-capricho-andaluz-pack-de-10-porciones-de-10-ml/,83
84,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Carbonell,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-carbonell-1-l/,84
85,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Carbonell,200,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-carbonell-200-ml/,85
86,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Carbonell,5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-carbonell-5-l/,86
87,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Carrefour,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-carrefour-1-l/,87
88,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Carrefour,500,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-carrefour-500-ml/,88
89,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Carrefour,750,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-carrefour-750-ml/,89
90,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Carrefour Garrafa,5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-carrefour-garrafa-5-l/,90
91,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Carrefour Spray,200,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-carrefour-spray-200-ml/,91
92,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Coosur,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-coosur-1-l/,92
93,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Coosur Garrafa De,5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-coosur-garrafa-de-5-l/,93
94,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Coosur Gran Selección,750,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-coosur-gran-seleccion-750-ml/,94
95,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Dcoop,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-dcoop-1-l/,95
96,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Dcoop,5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-dcoop-5-l/,96
97,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra De Nuestra Tierra,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-de-nuestra-tierra-1-l/,97
98,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra De Nuestra Tierra,"2,5",l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-de-nuestra-tierra-25-l/,98
99,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra De Nuestra Tierra,500,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-de-nuestra-tierra-500-ml/,99
100,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra De Nuestra Tierra D.o Estepa,500,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-de-nuestra-tierra-do-estepa-500-ml/,100
101,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra De Nuestra Tierra D.o Les Garrigues,50,cl,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-de-nuestra-tierra-do-les-garrigues-50-cl/,101
103,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra De Nuestra Tierra D.o Sierra De Segura Lata,50,cl,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-de-nuestra-tierra-do-sierra-de-segura-lata-50-cl/,103
104,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra De Nuestra Tierra D.o. Sierra De Segura Lata,5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-de-nuestra-tierra-do-sierra-de-segura-lata-5-l/,104
105,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra De Nuestra Tierra Garrafa,5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-de-nuestra-tierra-garrafa-5-l/,105
106,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra De Nuestra Tierra Lata,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-de-nuestra-tierra-lata-1-l/,106
107,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra De Nuestra Tierra Lata,500,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-de-nuestra-tierra-lata-500-ml/,107
108,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Ecológico Carbonell,750,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-ecologico-carbonell-750-ml/,108
109,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Ecológico Carrefour Bio,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-ecologico-carrefour-bio-1-l/,109
110,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Ecológico Carrefour Bio,3,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-ecologico-carrefour-bio-3-l/,110
111,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Ecológico Carrefour Bio,500,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-ecologico-carrefour-bio-500-ml/,111
112,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Ecológico Carrefour Bio Hojiblanca,500,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-ecologico-carrefour-bio-hojiblanca-500-ml/,112
113,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Ecológico Coosur,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-ecologico-coosur-1-l/,113
114,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Ecológico Dcoop,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-ecologico-dcoop-1-l/,114
115,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Ecológico Maestros De Hojiblanca,75,cl,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-ecologico-maestros-de-hojiblanca-75-cl/,115
116,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Ecológico Oro De Génave,75,cl,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-ecologico-oro-de-genave-75-cl/,116
117,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Gran Selección Carbonell,750,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-gran-seleccion-carbonell-750-ml/,117
118,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Hojiblanca Carbonell,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-hojiblanca-carbonell-1-l/,118
119,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Hojiblanca Carrefour,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-hojiblanca-carrefour-1-l/,119
120,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Hojiblanca Coosur,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-hojiblanca-coosur-1-l/,120
121,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Hojiblanca Dcoop,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-hojiblanca-dcoop-1-l/,121
122,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Hojiblanca Gran Selección Sabor Frutado Ligero Carbonell,750,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-hojiblanca-gran-seleccion-sabor-frutado-ligero-carbonell-750-ml/,122
123,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Intenso Coosur,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-intenso-coosur-1-l/,123
124,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Koipe,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-koipe-1-l/,124
125,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Maestros De Hojiblanca,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-maestros-de-hojiblanca-1-l/,125
126,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Maestros De Hojiblanca,5,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-maestros-de-hojiblanca-5-l/,126
127,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Marqués De Griñón,500,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-marques-de-grinon-500-ml/,127
128,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Nuñez De Prado,500,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-nunez-de-prado-500-ml/,128
129,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Oda A Nuestra Tierra Nº 5 Maestros De Hojiblanca,500,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-oda-a-nuestra-tierra-n-5-maestros-de-hojiblanca-500-ml/,129
130,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Oleoestepa,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-oleoestepa-1-l/,130
131,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Picual Carbonell,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-picual-carbonell-1-l/,131
132,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Picual Carrefour,1,l,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-picual-carrefour-1-l/,132
133,carrefour,Aceite Oliva,Virgen Extra,Aceite De Oliva Virgen Extra Picual Ecológico Oro Bailén,500,ml,https://super.facua.org/carrefour/aceite-de-oliva/aceite-de-oliva-virgen-extra-picual-ecologico-oro-bailen-500-ml/,133
