,supermercado,categoria,subcategoria,nombre,cantidad,unidad,url_historico,id
292,carrefour,Leche,Sin Lactosa,Leche Semidesnatada Ecológica Puleva Sin Lactosa Brik,1,l,https://super.facua.org/carrefour/leche/leche-semidesnatada-ecologica-puleva-sin-lactosa-brik-1-l-/,292
293,carrefour,Leche,Sin Lactosa,Leche Semidesnatada Kaiku Sin Lactosa Brik,1,l,https://super.facua.org/carrefour/leche/leche-semidesnatada-kaiku-sin-lactosa-brik-1-l-/,293
294,carrefour,Leche,Sin Lactosa,Leche Semidesnatada Pascual Sin Lactosa Brik,1,l,https://super.facua.org/carrefour/leche/leche-semidesnatada-pascual-sin-lactosa-brik-1-l-/,294
295,carrefour,Leche,Sin Lactosa,Leche Semidesnatada Pascual Sin Lactosa Pack De 6 Briks De,200,ml,https://super.facua.org/carrefour/leche/leche-semidesnatada-pascual-sin-lactosa-pack-de-6-briks-de-200-ml-/,295
296,carrefour,Leche,Sin Lactosa,Leche Semidesnatada Président Sin Lactosa Brik,1,l,https://super.facua.org/carrefour/leche/leche-semidesnatada-president-sin-lactosa-brik-1-l-/,296
297,carrefour,Leche,Sin Lactosa,Leche Semidesnatada Puleva Sin Gluten Sin Lactosa Botella,1,l,https://super.facua.org/carrefour/leche/leche-semidesnatada-puleva-sin-gluten-sin-lactosa-botella-1-l-/,297
298,eroski,Aceite Girasol,Aceite Girasol,"Aceite Alto Oleico Eroski, Botella",1,l,https://super.facua.org/eroski/aceite-de-girasol/aceite-alto-oleico-eroski-botella-1-litro/,298
299,eroski,Aceite Girasol,Aceite Girasol,"Aceite De Girasol Borgesol, Botella",1,l,https://super.facua.org/eroski/aceite-de-girasol/aceite-de-girasol-borgesol-botella-1-litro/,299
300,eroski,Aceite Girasol,Aceite Girasol,"Aceite De Girasol Eroski, Botella",1,l,https://super.facua.org/eroski/aceite-de-girasol/aceite-de-girasol-eroski-botella-1-litro/,300
301,eroski,Aceite Girasol,Aceite Girasol,"Aceite De Girasol Eroski, Garrafa",5,l,https://super.facua.org/eroski/aceite-de-girasol/aceite-de-girasol-eroski-garrafa-5-litros/,301
302,eroski,Aceite Girasol,Aceite Girasol,"Aceite De Girasol Especial Para Freir Coosol, Botella",1,l,https://super.facua.org/eroski/aceite-de-girasol/aceite-de-girasol-especial-para-freir-coosol-botella-1-litro/,302
303,eroski,Aceite Girasol,Aceite Girasol,"Aceite De Girasol Koipesol, Botella",1,l,https://super.facua.org/eroski/aceite-de-girasol/aceite-de-girasol-koipesol-botella-1-litro/,303
304,eroski,Aceite Girasol,Aceite Girasol,"Aceite De Girasol Koipesol, Garrafa",3,l,https://super.facua.org/eroski/aceite-de-girasol/aceite-de-girasol-koipesol-garrafa-3-litros/,304
305,eroski,Aceite Girasol,Aceite Girasol,"Aceite De Girasol Koipesol, Garrafa",5,l,https://super.facua.org/eroski/aceite-de-girasol/aceite-de-girasol-koipesol-garrafa-5-litros/,305
306,eroski,Aceite Girasol,Aceite Girasol,"Aceite De Girasol Lanisol, Botella",1,l,https://super.facua.org/eroski/aceite-de-girasol/aceite-de-girasol-lanisol-botella-1-litro/,306
307,eroski,Aceite Girasol,Aceite Girasol,"Aceite De Girasol Urzante, Botella",1,l,https://super.facua.org/eroski/aceite-de-girasol/aceite-de-girasol-urzante-botella-1-litro/,307
308,eroski,Aceite Girasol,Aceite Girasol,"Aceite Especial Para Freir Koipe Fritos, Botella",1,l,https://super.facua.org/eroski/aceite-de-girasol/aceite-especial-para-freir-koipe-fritos-botella-1-litro/,308
309,eroski,Aceite Girasol,Aceite Girasol,"Aceite Girasol Tradicional Coosol, Botella",1,l,https://super.facua.org/eroski/aceite-de-girasol/aceite-girasol-tradicional-coosol-botella-1-litro/,309
310,eroski,Aceite Oliva,Suave e Intenso,"Aceite De Oliva 0,4º Ybarra, Lata",5,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-04-ybarra-lata-5-litros/,310
311,eroski,Aceite Oliva,Suave e Intenso,"Aceite De Oliva Intenso Coosur, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-intenso-coosur-botella-1-litro/,311
312,eroski,Aceite Oliva,Suave e Intenso,"Aceite De Oliva Intenso La Española, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-intenso-la-espanola-botella-1-litro/,312
313,eroski,Aceite Oliva,Suave e Intenso,"Aceite De Oliva Suave 0,4º Koipe, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-suave-04-koipe-botella-1-litro/,313
314,eroski,Aceite Oliva,Suave e Intenso,"Aceite De Oliva Suave Coosur, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-suave-coosur-botella-1-litro/,314
315,eroski,Aceite Oliva,Suave e Intenso,"Aceite De Oliva Suave Eroski, Garrafa",5,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-suave-eroski-garrafa-5-litros/,315
316,eroski,Aceite Oliva,Suave e Intenso,"Aceite De Oliva Suave La Masia, Garrafa",3,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-suave-la-masia-garrafa-3-litros/,316
317,eroski,Aceite Oliva,Virgen,"Aceite De Oliva Virgen Carbonell, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-carbonell-botella-1-litro/,317
318,eroski,Aceite Oliva,Virgen,"Aceite De Oliva Virgen Carbonell, Garrafa",3,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-carbonell-garrafa-3-litros/,318
319,eroski,Aceite Oliva,Virgen,"Aceite De Oliva Virgen Coosur Serie Oro, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-coosur-serie-oro-botella-1-litro/,319
320,eroski,Aceite Oliva,Virgen,"Aceite De Oliva Virgen Coosur Serie Oro, Garrafa",3,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-coosur-serie-oro-garrafa-3-litros/,320
321,eroski,Aceite Oliva,Virgen,"Aceite De Oliva Virgen Ecológico Borges, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-ecologico-borges-botella-50-cl/,321
322,eroski,Aceite Oliva,Virgen,"Aceite De Oliva Virgen Guillen Gran Selección, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-guillen-gran-seleccion-botella-50-cl/,322
323,eroski,Aceite Oliva,Virgen,"Aceite De Oliva Virgen Guillen, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-guillen-botella-1-litro/,323
324,eroski,Aceite Oliva,Virgen,"Aceite De Oliva Virgen Guillen, Garrafa",5,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-guillen-garrafa-5-litros/,324
325,eroski,Aceite Oliva,Virgen,"Aceite De Oliva Virgen La Española, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-la-espanola-botella-1-litro/,325
326,eroski,Aceite Oliva,Virgen,"Aceite De Oliva Virgen La Española, Spray",200,ml,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-la-espanola-spray-200-ml/,326
327,eroski,Aceite Oliva,Virgen,"Aceite De Oliva Virgen Picual Borges, Botella",75,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-picual-borges-botella-75-cl/,327
328,eroski,Aceite Oliva,Virgen,"Aceite De Oliva Virgen Picual Carbonell, Botella",75,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-picual-carbonell-botella-75-cl/,328
329,eroski,Aceite Oliva,Virgen,"Aceite De Oliva Virgen Plancha Y Airfryer Carbonell, Spray",20,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-plancha-y-airfryer-carbonell-spray-20-cl/,329
330,eroski,Aceite Oliva,Virgen,"Aceite De Oliva Virgen Regium Carbonell, Botella",75,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-regium-carbonell-botella-75-cl/,330
331,eroski,Aceite Oliva,Virgen,"Aceite Oliva Virgen Para Planchay Airfryer Carbonell,",20,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-oliva-virgen-para-planchay-airfryer-carbonell-spray-20cl/,331
332,eroski,Aceite Oliva,Virgen Extra,"Aceite Aguacate Virgen Extra La Española Soy Plus, Botella",25,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-aguacate-virgen-extra-la-espanola-soy-plus-botella-25-cl/,332
333,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Al Ajo La Española, Botella",25,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-al-ajo-la-espanola-botella-25-cl/,333
334,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Albahaca La Española, Botella",25,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-albahaca-la-espanola-botella-25-cl/,334
335,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Arbequina Borges, Botella",75,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-arbequina-borges-botella-75-cl/,335
336,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Arbequina Carbonell, Botella",75,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-arbequina-carbonell-botella-75-cl/,336
337,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Arroniz-Arbe. Nekeas, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-arronizarbe-nekeas-botella-50-cl/,337
338,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Bio Carapelli, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-bio-carapelli-botella-1-litro/,338
339,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Blend Nº5 Hojiblanca, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-blend-n5-hojiblanca-botella-50-cl/,339
340,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Blend Nº6 Hojiblanca, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-blend-n6-hojiblanca-botella-50-cl/,340
341,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Blend Nº7 Hojiblanca, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-blend-n7-hojiblanca-botella-50-cl/,341
342,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Borges, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-borges-botella-1-litro/,342
343,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Carbonell, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-carbonell-botella-1-litro/,343
344,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Carbonell, Botellín",25,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-carbonell-botellin-25-cl/,344
345,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Carbonell, Garrafa",3,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-carbonell-garrafa-3-litros/,345
346,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Carbonell, Spray",20,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-carbonell-spray-20-cl/,346
347,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Cazorliva, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-cazorliva-botella-50-cl/,347
348,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Coosur, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-coosur-botella-1-litro/,348
349,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Coosur, Botella",250,ml,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-coosur-botella-250-ml/,349
350,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Coosur, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-coosur-botella-50-cl/,350
351,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Eco Coosur, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-eco-coosur-botella-1-litro/,351
352,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Eco Hojiblanca, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-eco-hojiblanca-botella-50-cl/,352
353,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Eco Hojiblanca, Botella",750,ml,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-eco-hojiblanca-botella-750-ml/,353
354,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Eco Natura Borges, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-eco-natura-borges-botella-1-litro/,354
355,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Eco Oro De Génabe, Botella",75,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-eco-oro-de-genabe-botella-75-cl/,355
356,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Eco. Oleum Duernas, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-eco-oleum-duernas-botella-50-cl/,356
357,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Ecol. Oro De Génabe, Botella",75,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-ecol-oro-de-genabe-botella-75-cl/,357
358,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Ecológico Carbonel, Botella",75,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-ecologico-carbonel-botella-75-cl/,358
359,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Eroski Bio, Botella",75,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-eroski-bio-botella-75-cl/,359
360,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Eroski, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-eroski-botella-1-litro/,360
361,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Eroski, Botella",75,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-eroski-botella-75-cl/,361
362,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Eroski, Garrafa",3,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-eroski-garrafa-3-litros/,362
363,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Eusko Label Arrolan, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-eusko-label-arrolan-botella-50-cl/,363
364,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Guind. La Española, Botella",25,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-guind-la-espanola-botella-25-cl/,364
365,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Hojiblanca, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-hojiblanca-botella-1-litro/,365
366,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Hojiblanca, Garrafa",3,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-hojiblanca-garrafa-3-litros/,366
367,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Hojiblanca, Garrafa",5,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-hojiblanca-garrafa-5-litros/,367
368,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Koipe, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-koipe-botella-1-litro/,368
369,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra La Española Gourmet, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-la-espanola-gourmet-botella-50-cl/,369
370,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra La Española, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-la-espanola-botella-1-litro/,370
371,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra La Española, Botella",75,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-la-espanola-botella-75-cl/,371
372,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra La Española, Garrafa",5,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-la-espanola-garrafa-5-litros/,372
373,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra La Española, Lata",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-la-espanola-lata-1-litro/,373
374,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Mendia, Garrafa",3,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-mendia-garrafa-3-litros/,374
375,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Monodosis La Española, Pack",20,ml,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-monodosis-la-espanola-pack-5x20-ml/,375
376,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Oleoestepa, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-oleoestepa-botella-1-litro/,376
377,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Olivar De Segura, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-olivar-de-segura-botella-1-litro/,377
378,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Saqura, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/,378
379,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Trufa La Española, Botella",25,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-trufa-la-espanola-botella-25-cl/,379
380,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Urzante, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-urzante-botella-1-litro/,380
381,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Urzante, Botella",75,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-urzante-botella-75-cl/,381
382,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Ybarra, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-ybarra-botella-1-litro/,382
383,eroski,Aceite Oliva,Virgen Extra,"Aceite De Oliva Virgen Extra Ybarra, Botella",75,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-ybarra-botella-75-cl/,383
384,eroski,Aceite Oliva,Virgen Extra,"Aceite Oliva Virgen Extra Arbequina Coosur, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-oliva-virgen-extra-arbequina-coosur-botella-1-litro/,384
385,eroski,Aceite Oliva,Virgen Extra,"Aceite Oliva Virgen Extra Arroniz Trujal Tudela, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-oliva-virgen-extra-arroniz-trujal-tudela-botella-1-litro/,385
386,eroski,Aceite Oliva,Virgen Extra,"Aceite Oliva Virgen Extra Coosur Gran Selección, Botella",75,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-oliva-virgen-extra-coosur-gran-seleccion-botella-75-cl/,386
387,eroski,Aceite Oliva,Virgen Extra,"Aceite Oliva Virgen Extra Dop Sierra De Cazorla, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-oliva-virgen-extra-dop-sierra-de-cazorla-botella-50-cl/,387
388,eroski,Aceite Oliva,Virgen Extra,"Aceite Oliva Virgen Extra H. Guzman R. Familia, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-oliva-virgen-extra-h-guzman-r-familia-botella-50-cl/,388
389,eroski,Aceite Oliva,Virgen Extra,"Aceite Oliva Virgen Extra Hojiblanca Carbonell, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-oliva-virgen-extra-hojiblanca-carbonell-botella-1-litro/,389
390,eroski,Aceite Oliva,Virgen Extra,"Aceite Oliva Virgen Extra Hojiblanca Coosur, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-oliva-virgen-extra-hojiblanca-coosur-botella-1-litro/,390
391,eroski,Aceite Oliva,Virgen Extra,"Aceite Oliva Virgen Extra Nº 3 Elizondo, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-oliva-virgen-extra-n-3-elizondo-botella-50-cl/,391
392,eroski,Aceite Oliva,Virgen Extra,"Aceite Oliva Virgen Extra Oleoestepa, Botella",75,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-oliva-virgen-extra-oleoestepa-botella-75-cl/,392
393,eroski,Aceite Oliva,Virgen Extra,"Aceite Oliva Virgen Extra Palacio De Los Olivos, Botella",50,cl,https://super.facua.org/eroski/aceite-de-oliva/aceite-oliva-virgen-extra-palacio-de-los-olivos-botella-50-cl/,393
394,eroski,Aceite Oliva,Virgen Extra,"Aceite Oliva Virgen Extra Picual Coosur, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-oliva-virgen-extra-picual-coosur-botella-1-litro/,394
395,eroski,Aceite Oliva,Virgen Extra,"Aceite Oliva Virgen Extra Reyno Gourmet Mendia, Botella",1,l,https://super.facua.org/eroski/aceite-de-oliva/aceite-oliva-virgen-extra-reyno-gourmet-mendia-botella-1-litro/,395
396,eroski,Leche,Enriquecida,"Leche Calcio Semidesnatada Sin Lactosa Puleva, Brik",1,l,https://super.facua.org/eroski/leche/leche-calcio-semidesnatada-sin-lactosa-puleva-brik-1-litro/,396
397,eroski,Leche,Enriquecida,"Leche Desnatada Calcio Asturiana, Brik",1,l,https://super.facua.org/eroski/leche/leche-desnatada-calcio-asturiana-brik-1-litro/,397
398,eroski,Leche,Enriquecida,"Leche Desnatada Calcio Eroski, Brik",1,l,https://super.facua.org/eroski/leche/leche-desnatada-calcio-eroski-brik-1-litro/,398
399,eroski,Leche,Enriquecida,"Leche Desnatada Calcio Pascual, Brik",1,l,https://super.facua.org/eroski/leche/leche-desnatada-calcio-pascual-brik-1-litro/,399
400,eroski,Leche,Enriquecida,"Leche Desnatada Calcio Plus Kaiku, Brik",1,l,https://super.facua.org/eroski/leche/leche-desnatada-calcio-plus-kaiku-brik-1-litro/,400
401,eroski,Leche,Enriquecida,"Leche Desnatada Calcio Puleva, Brik",1,l,https://super.facua.org/eroski/leche/leche-desnatada-calcio-puleva-brik-1-litro/,401
402,eroski,Leche,Enriquecida,"Leche Entera Calcio Eroski, Brik",1,l,https://super.facua.org/eroski/leche/leche-entera-calcio-eroski-brik-1-litro/,402
403,eroski,Leche,Enriquecida,"Leche Entera Calcio Puleva, Brik",1,l,https://super.facua.org/eroski/leche/leche-entera-calcio-puleva-brik-1-litro/,403
404,eroski,Leche,Enriquecida,"Leche Semidesnatada Calcio Asturiana, Brik",1,l,https://super.facua.org/eroski/leche/leche-semidesnatada-calcio-asturiana-brik-1-litro/,404
405,eroski,Leche,Enriquecida,"Leche Semidesnatada Calcio Eroski, Brik",1,l,https://super.facua.org/eroski/leche/leche-semidesnatada-calcio-eroski-brik-1-litro/,405
406,eroski,Leche,Enriquecida,"Leche Semidesnatada Calcio Kaiku, Brik",1,l,https://super.facua.org/eroski/leche/leche-semidesnatada-calcio-kaiku-brik-1-litro/,406
407,eroski,Leche,Enriquecida,"Leche Semidesnatada Calcio Pascual, Brik",1,l,https://super.facua.org/eroski/leche/leche-semidesnatada-calcio-pascual-brik-1-litro/,407
408,eroski,Leche,Enriquecida,"Leche Semidesnatada Calcio Puleva, Brik",1,l,https://super.facua.org/eroski/leche/leche-semidesnatada-calcio-puleva-brik-1-litro/,408
409,eroski,Leche,Entera Semi Desnatada,"Leche Con Avena Asturiana, Brik",1,l,https://super.facua.org/eroski/leche/leche-con-avena-asturiana-brik-1-litro/,409
410,eroski,Leche,Entera Semi Desnatada,"Leche De Fibra Baja En Grasa Puleva, Brik",1,l,https://super.facua.org/eroski/leche/leche-de-fibra-baja-en-grasa-puleva-brik-1-litro/,410
411,eroski,Leche,Entera Semi Desnatada,"Leche De Oveja Pasteurizada Ultzama, Botella",1,l,https://super.facua.org/eroski/leche/leche-de-oveja-pasteurizada-ultzama-botella-1-litro/,411
412,eroski,Leche,Entera Semi Desnatada,"Leche Desnatada Alta En Proteínas Puleva, Brik",1,l,https://super.facua.org/eroski/leche/leche-desnatada-alta-en-proteinas-puleva-brik-1-litro/,412
413,eroski,Leche,Entera Semi Desnatada,"Leche Desnatada Asturiana, Botella","1,5",l,https://super.facua.org/eroski/leche/leche-desnatada-asturiana-botella-15-litros/,413
414,eroski,Leche,Entera Semi Desnatada,"Leche Desnatada Asturiana, Botella","2,2",l,https://super.facua.org/eroski/leche/leche-desnatada-asturiana-botella-22-litros/,414
415,eroski,Leche,Entera Semi Desnatada,"Leche Desnatada Asturiana, Brik",1,l,https://super.facua.org/eroski/leche/leche-desnatada-asturiana-brik-1-litro/,415
416,eroski,Leche,Entera Semi Desnatada,"Leche Desnatada Asturiana, Brik",50,cl,https://super.facua.org/eroski/leche/leche-desnatada-asturiana-brik-50-cl/,416
417,eroski,Leche,Entera Semi Desnatada,"Leche Desnatada Beyena, Brik",1,l,https://super.facua.org/eroski/leche/leche-desnatada-beyena-brik-1-litro/,417
418,eroski,Leche,Entera Semi Desnatada,"Leche Desnatada Bomilk, Brik",1,l,https://super.facua.org/eroski/leche/leche-desnatada-bomilk-brik-1-litro/,418
419,eroski,Leche,Entera Semi Desnatada,"Leche Desnatada Celta, Brik","1,5",l,https://super.facua.org/eroski/leche/leche-desnatada-celta-brik-15-litros/,419
420,eroski,Leche,Entera Semi Desnatada,"Leche Desnatada Del País Vasco Eroski, Brik",1,l,https://super.facua.org/eroski/leche/leche-desnatada-del-pais-vasco-eroski-brik-1-litro/,420
